event_date,event_type,sub_event_type,actor1,actor2,location,latitude,longitude,notes,fatalities
19-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Paung,16.6175,97.4585,"On 19 March 2021, in Paung town (Paung township, Thaton District, Mon State), the Myanmar military and police fired at three young people riding a motorcycle at night near a police station. One civilian died and another two were injured.",1
19-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Aungpan,20.6612,96.6358,"On 19 March 2021, in Aungpan Town (Kalaw Township, Taunggyi District, Shan State), locals protested against the Myanmar military coup and in support of the civil disobedience movement. More than 100 military and police forces arrived in 20 vehicles and began shooting at protesters. AAPP and Shan Herald Agency for News reported nine people killed. Seven others were injured. Security forces also destroyed doors of nearby homes as they attempted to arrest protesters. At least 10 had been detained. [size=no report]",9
19-Mar-21,Riots,Violent demonstration,Rioters (Myanmar),Military Forces of Myanmar (2021-),Thaketa,16.793,96.203,"On 19 March 2021, in Thaketa township (Yangon-east District, Yangon Region), locals held a demonstration against the Myanmar military coup and in support of the civil disobedience movement. Security forces (assumed to be the military and police) intervened and fired either rubber bullets or live rounds to disperse demonstrators. Security forces also bulldozed roadblocks. Some demonstrators were arrested and injured. [size=no report]",0
19-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Hlaing,16.8479,96.1252,"On 19 March 2021, in Hlaing township (Yangon (West) District, Yangon Region), security forces (assumed to be the Myanmar military and police) shot civilians at night. Two people were killed, including one who later died on 20 March.",2
19-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Pakokku,21.3349,95.0844,"On 19 March 2021, in Pakokku town (Pakokku township, Pakokku District, Magway region), locals held a night protest against the Myanmar military coup and in support of the civil disobedience movement. The security forces (assumed to be the military and police) violently dispersed protesters. A woman who stepped out of her housing compound was shot and killed by security forces. Some protesters were injured and 7 were arrested. AFP and AAPP reported one killed. [size=no report]",1
19-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Mingaladon,16.9975,96.1346,"On 19 March 2021, in Mingaladon township (Yangon (North) District, Yangon Region), at night, military forces were reportedly firing heavily either rubber bullets or live rounds. Residents who were out on the streets were reportedly arrested. Some injuries were reported but the exact number was not confirmed. The reason for the operation was not known.",0
19-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Tamwe,16.8102,96.1765,"On 19 March 2021, in Tamwe township (Yangon-East District, Yangon region), youth protesters held a protest against the Myanmar military coup and in support of the civil disobedience movement. Military and police forces then intervened to disperse protesters and gave chase to protesters in the neighbourhood. [size=no report]",0
19-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Dagon Myothit (South),16.8402,96.2258,"On 19 March 2021, in Dagon Myothit (South) township (Yangon (East) District, Yangon Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Around 50 military and police officers intervened and used stun grenades rubber bullets and live ammunition. Additional forces then arrived and began shooting indiscriminately in the neighbourhood. One man was shot and killed, while a 14-year-old boy was wounded. Around 20 protesters and 10 local residents were arrested. [size=no report]",1
19-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Mogoke,22.9176,96.5098,"On 19 March 2021, in Lel U village in Mogoke Township (Pyin Oo Lwin District, Mandalay Region), the Myanmar military shot and killed a civilian. He had been a member of the local red cross and was providing security to locals. Two others also providing neighbourhood night watch duty were shot and in critical conditions.",1
19-Mar-21,Protests,Excessive force against protesters,Protesters (Myanmar),Military Forces of Myanmar (2021-),Loikaw,19.6742,97.2099,"On 19 March 2021, in Loikaw town (Loikaw township, Loikaw district, Kayah state), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Military and police forces intervened and fired live rounds to disperse the crowd. According to Myanmar Now, one person was killed by security forces, while one other was injured. [size=no report]",1
19-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Taunggyi,20.7892,97.0378,"On 19 March 2021, in Taunggyi town (Taunggyi Township, Taunggyi District, Shan State), locals protested against the Myanmar military coup and in support of the civil disobedience movement. Military and police forces intervened and arrested a 17-year-old protester. [size=no report]",0
19-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Kawlin,23.7902,95.6833,"On 19 March 2021, in Kawlin town (Kawlin Township, Katha District, Sagaing Region), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. The security forces (assumed to be the Myanmar military and police) dispersed protesters. Some protesters were reportedly injured. [size=no report]",0
19-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Mogoke,22.9176,96.5098,"On 19 March 2021, in Lel U village (Mogoke township, Pyin Oo Lwin district, Mandalay Region), the Myanmar military and police shot two villagers to death at night. 2 fatalities coded.",2
19-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Kutkai,23.4579,97.938,"On 19 March 2021, in Kutkai town (Kutkai Township, Muse District, Shan State), people held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police intervened and arrested 2 protesters. The two detainees were released on the same day. [size=no report]",0
18-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Dawei,14.0828,98.1915,"On 18 March 2021, in Dawei town (Dawei Township, Dawei District, Tanintharyi Region), locals including students held a protest march against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police intervened and arrested two protest leaders. A total of 10 protesters were arrested. [size=no report]",0
18-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Moe Bye,19.7444,97.093,"On 18 March 2021, in the Shan-Kayah border area, coded as Moe Bye (Pekon Township, Taunggyi District, Shan State), Myanmar military soldiers entered into villagers as they searched for four military soldiers who had reportedly defected. The military stayed in monasteries and schools despite the villagers demanded to leave the villages. As the result, villagers from Hsawng Kan, Lel Hton and Wa Ree Taung reportedly gathered again and protested against them, demanding the military to leave the village. 20 villagers were arrested. After interrogation, 18 out of 20 were released. [size=no report]",0
18-Mar-21,Violence against civilians,Attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Aungmyaythazan,21.9932,96.0969,"On 18 March 2021, in Aungmyaythazan town, Aungmyaythazan township (Mandalay District, Mandalay Region), security forces (coded as military and police) shot and killed a man who was on neighbourhood night watch duty. Three people sustained slight injuries. It was reported that bullet shells were found in some homes and shops in the area and about 15 shots were fired.",1
18-Mar-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Myawaddy,16.6891,98.5089,"On 18 March 2021, in Myawaddy town (Myawaddy Township, Myawaddy District, Kayin State), about 30 people gathered and held a protest against the Myanmar military coup and in support of the civil disobedience movement. The Myanmar military and police intervened to disperse protesters. Two people were injured and three others were arrested. [size=about 30]",0
